focal_model,focal_elo,focal_short,reference_model,reference_elo,model_order,run_id,alpha,sigma,competition_index,focal_utility,reference_utility,social_welfare,focal_advantage,consensus_reached,final_round
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,22.599000000000004,24.786,47.385000000000005,-2.1869999999999976,1.0,4
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,22.599000000000004,24.786,47.385000000000005,-2.1869999999999976,1.0,4
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,46.800000000000004,46.800000000000004,93.60000000000001,0.0,1.0,2
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,46.800000000000004,46.800000000000004,93.60000000000001,0.0,1.0,2
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,52.0,52.0,104.0,0.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,52.0,52.0,104.0,0.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,-1.9683000000000002,10.4976,8.5293,-12.465900000000001,1.0,5
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,-1.9683000000000002,10.4976,8.5293,-12.465900000000001,1.0,5
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,73.0,69.0,142.0,4.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,73.0,69.0,142.0,4.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,51.0,50.0,101.0,1.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,51.0,50.0,101.0,1.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,25.5879,1.3122,26.900100000000002,24.2757,1.0,5
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,25.5879,1.3122,26.900100000000002,24.2757,1.0,5
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,34.0,29.0,63.0,5.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,34.0,29.0,63.0,5.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,44.1,31.5,75.6,12.600000000000001,1.0,2
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,44.1,31.5,75.6,12.600000000000001,1.0,2
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,26.1,25.2,51.3,0.9000000000000021,1.0,2
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,26.1,25.2,51.3,0.9000000000000021,1.0,2
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,39.0,37.0,76.0,2.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,39.0,37.0,76.0,2.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,53.0,74.0,127.0,-21.0,1.0,1
claude-opus-4-5-20251101,0,claude-opus-4-5-20251101,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,53.0,74.0,127.0,-21.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,66.60000000000001,26.1,92.70000000000002,40.50000000000001,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,66.60000000000001,26.1,92.70000000000002,40.50000000000001,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,45.0,35.1,80.1,9.899999999999999,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,45.0,35.1,80.1,9.899999999999999,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.9,33.300000000000004,34.2,-32.400000000000006,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.9,33.300000000000004,34.2,-32.400000000000006,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,57.0,16.0,73.0,41.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,57.0,16.0,73.0,41.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,45.9,45.0,90.9,0.8999999999999986,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,45.9,45.0,90.9,0.8999999999999986,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,5.9049000000000005,9.1854,15.0903,-3.280499999999999,1.0,5
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,5.9049000000000005,9.1854,15.0903,-3.280499999999999,1.0,5
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,45.0,44.0,89.0,1.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,45.0,44.0,89.0,1.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,49.5,51.300000000000004,100.80000000000001,-1.8000000000000043,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,49.5,51.300000000000004,100.80000000000001,-1.8000000000000043,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,8.1,-7.2,0.8999999999999995,15.3,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,8.1,-7.2,0.8999999999999995,15.3,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,33.0,38.0,71.0,-5.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,33.0,38.0,71.0,-5.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,60.0,50.0,110.0,10.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,60.0,50.0,110.0,10.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,11.0,11.0,22.0,0.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,11.0,11.0,22.0,0.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,49.0,19.0,68.0,30.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,49.0,19.0,68.0,30.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,44.0,43.0,87.0,1.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,44.0,43.0,87.0,1.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,19.8,18.900000000000002,38.7,0.8999999999999986,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,19.8,18.900000000000002,38.7,0.8999999999999986,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,61.0,55.0,116.0,6.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,61.0,55.0,116.0,6.0,1.0,1
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,27.0,27.0,54.0,0.0,1.0,2
claude-opus-4-5-20251101-thinking-32k,0,claude-opus-4-5-20251101-thinking-32k,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,27.0,27.0,54.0,0.0,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,-2.43,31.590000000000003,29.160000000000004,-34.02,1.0,3
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,-2.43,31.590000000000003,29.160000000000004,-34.02,1.0,3
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,64.8,9.9,74.7,54.9,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,64.8,9.9,74.7,54.9,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,55.0,54.0,109.0,1.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,55.0,54.0,109.0,1.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,22.599000000000004,20.412000000000003,43.01100000000001,2.187000000000001,1.0,4
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,22.599000000000004,20.412000000000003,43.01100000000001,2.187000000000001,1.0,4
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,53.0,47.0,100.0,6.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,53.0,47.0,100.0,6.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,34.0,34.0,68.0,0.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,34.0,34.0,68.0,0.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,50.0,46.0,96.0,4.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,50.0,46.0,96.0,4.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,30.8367,30.8367,61.6734,0.0,1.0,5
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,30.8367,30.8367,61.6734,0.0,1.0,5
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,70.0,60.0,130.0,10.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,70.0,60.0,130.0,10.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,44.1,43.2,87.30000000000001,0.8999999999999986,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,44.1,43.2,87.30000000000001,0.8999999999999986,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,1.0,1.0,2.0,0.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,1.0,1.0,2.0,0.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,50.4,36.9,87.3,13.5,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,50.4,36.9,87.3,13.5,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,42.0,21.0,63.0,21.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,42.0,21.0,63.0,21.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,11.34,11.34,22.68,0.0,1.0,3
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,11.34,11.34,22.68,0.0,1.0,3
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,35.0,33.0,68.0,2.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,35.0,33.0,68.0,2.0,1.0,1
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,59.4,58.5,117.9,0.8999999999999986,1.0,2
claude-opus-4-6,1475,Opus 4.6,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,59.4,58.5,117.9,0.8999999999999986,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.5904900000000001,0.0,0.5904900000000001,0.5904900000000001,1.0,6
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.5904900000000001,0.0,0.5904900000000001,0.5904900000000001,1.0,6
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,42.300000000000004,42.300000000000004,84.60000000000001,0.0,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,42.300000000000004,42.300000000000004,84.60000000000001,0.0,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,57.0,57.0,114.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,57.0,57.0,114.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,4.133430000000001,11.809800000000001,15.943230000000002,-7.67637,1.0,6
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,4.133430000000001,11.809800000000001,15.943230000000002,-7.67637,1.0,6
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,18.940557240000004,6.887475360000002,25.828032600000007,12.053081880000002,1.0,9
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,18.940557240000004,6.887475360000002,25.828032600000007,12.053081880000002,1.0,9
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,44.0,44.0,88.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,44.0,44.0,88.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,23.0,23.0,46.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,23.0,23.0,46.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,43.2,43.2,86.4,0.0,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,43.2,43.2,86.4,0.0,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,36.9,36.9,73.8,0.0,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,36.9,36.9,73.8,0.0,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,21.87,35.64,57.510000000000005,-13.77,1.0,3
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,21.87,35.64,57.510000000000005,-13.77,1.0,3
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,45.0,57.0,102.0,-12.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,45.0,57.0,102.0,-12.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,63.0,4.0,67.0,59.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,63.0,4.0,67.0,59.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,54.0,31.0,85.0,23.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,54.0,31.0,85.0,23.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,49.5,50.4,99.9,-0.8999999999999986,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,49.5,50.4,99.9,-0.8999999999999986,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,18.630000000000003,18.630000000000003,37.260000000000005,0.0,1.0,3
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,18.630000000000003,18.630000000000003,37.260000000000005,0.0,1.0,3
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,56.7,50.4,107.1,6.300000000000004,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,56.7,50.4,107.1,6.300000000000004,1.0,2
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,55.0,55.0,110.0,0.0,1.0,1
claude-opus-4-6-thinking,0,claude-opus-4-6-thinking,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,55.0,55.0,110.0,0.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,-5.4,40.5,35.1,-45.9,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,-5.4,40.5,35.1,-45.9,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,42.120000000000005,27.540000000000003,69.66000000000001,14.580000000000002,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,42.120000000000005,27.540000000000003,69.66000000000001,14.580000000000002,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,67.0,38.0,105.0,29.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,67.0,38.0,105.0,29.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,8.1,45.9,54.0,-37.8,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,8.1,45.9,54.0,-37.8,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,32.80500000000001,8.019000000000002,40.82400000000001,24.786000000000005,1.0,4
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,32.80500000000001,8.019000000000002,40.82400000000001,24.786000000000005,1.0,4
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,51.300000000000004,51.300000000000004,102.60000000000001,0.0,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,51.300000000000004,51.300000000000004,102.60000000000001,0.0,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,46.980000000000004,46.17,93.15,0.8100000000000023,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,46.980000000000004,46.17,93.15,0.8100000000000023,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,35.0,35.0,70.0,0.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,35.0,35.0,70.0,0.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,54.0,55.0,109.0,-1.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,54.0,55.0,109.0,-1.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,25.0,55.0,80.0,-30.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,25.0,55.0,80.0,-30.0,1.0,1
