n,run,elo_variance,elo_stddev,selected_models,selected_elos
6,13,7160.333333,84.618753,qwen3-max-preview;amazon-nova-micro-v1.0;claude-opus-4-5-20251101;qwq-32b;gemma-3-27b-it;gpt-5.4-high,1435;1240;1468;1336;1365;1484
6,14,3478.555556,58.979281,claude-opus-4-5-20251101;claude-sonnet-4-20250514;claude-opus-4-6-thinking;gpt-5.4-high;qwq-32b;claude-haiku-4-5-20251001,1468;1389;1504;1484;1336;1407
6,15,4302.888889,65.596409,gpt-4o-mini-2024-07-18;claude-sonnet-4-20250514;claude-opus-4-5-20251101;gpt-4.1-nano-2025-04-14;qwq-32b;claude-opus-4-5-20251101-thinking-32k,1317;1389;1468;1322;1336;1474
6,16,5750.472222,75.831868,claude-3-haiku-20240307;gpt-5-nano-high;o3-mini-high;gpt-4o-2024-05-13;deepseek-r1-0528;claude-opus-4-6-thinking,1260;1337;1363;1345;1422;1504
6,17,2666.222222,51.635474,deepseek-r1-0528;claude-haiku-4-5-20251001;gemini-2.5-pro;claude-opus-4-6-thinking;qwq-32b;claude-sonnet-4-20250514,1422;1407;1448;1504;1336;1389
6,18,8547.888889,92.454794,gemini-2.5-pro;llama-3.3-70b-instruct;gemma-3-27b-it;gpt-5.2-chat-latest-20260210;amazon-nova-micro-v1.0;claude-opus-4-6,1448;1318;1365;1478;1240;1499
6,19,9034.138889,95.048087,claude-opus-4-6-thinking;gpt-4o-mini-2024-07-18;claude-3-haiku-20240307;amazon-nova-pro-v1.0;gemini-2.5-pro;claude-opus-4-5-20251101,1504;1317;1260;1290;1448;1468
6,20,4461.666667,66.795708,claude-3-haiku-20240307;gpt-4.1-nano-2025-04-14;qwq-32b;o3-mini-high;gpt-5.2-chat-latest-20260210;claude-sonnet-4-20250514,1260;1322;1336;1363;1478;1389
6,21,3886.472222,62.341577,gpt-4o-2024-05-13;qwq-32b;gpt-5.2-chat-latest-20260210;gpt-4o-mini-2024-07-18;command-r-plus-08-2024;gpt-5-nano-high,1345;1336;1478;1317;1276;1337
6,22,7165.250000,84.647800,claude-haiku-4-5-20251001;amazon-nova-pro-v1.0;llama-3.3-70b-instruct;claude-opus-4-5-20251101-thinking-32k;claude-opus-4-5-20251101;claude-3-haiku-20240307,1407;1290;1318;1474;1468;1260
6,23,5612.250000,74.914952,qwen3-max-preview;gpt-4o-2024-05-13;amazon-nova-micro-v1.0;llama-3.3-70b-instruct;o3-mini-high;claude-opus-4-5-20251101,1435;1345;1240;1318;1363;1468
6,24,5753.555556,75.852195,command-r-plus-08-2024;llama-3.3-70b-instruct;claude-opus-4-5-20251101;gpt-5.2-chat-latest-20260210;gpt-5-nano-high;gpt-4o-2024-05-13,1276;1318;1468;1478;1337;1345
6,25,3283.472222,57.301590,claude-opus-4-5-20251101-thinking-32k;deepseek-r1-0528;gpt-4o-2024-05-13;gpt-5.2-chat-latest-20260210;gemini-2.5-pro;qwq-32b,1474;1422;1345;1478;1448;1336
6,26,4413.805556,66.436478,qwen3-max-preview;llama-3.3-70b-instruct;claude-opus-4-6;claude-opus-4-6-thinking;claude-sonnet-4-20250514;gpt-5.2-chat-latest-20260210,1435;1318;1499;1504;1389;1478
6,27,6255.805556,79.093651,gpt-4o-mini-2024-07-18;amazon-nova-pro-v1.0;claude-opus-4-6;gpt-5.2-chat-latest-20260210;deepseek-v3;gpt-4o-2024-05-13,1317;1290;1499;1478;1358;1345
6,28,5934.805556,77.037689,gpt-4o-2024-05-13;o3-mini-high;claude-opus-4-6;gemma-3-27b-it;amazon-nova-micro-v1.0;claude-haiku-4-5-20251001,1345;1363;1499;1365;1240;1407
6,29,3720.472222,60.995674,claude-haiku-4-5-20251001;llama-3.3-70b-instruct;claude-3-haiku-20240307;amazon-nova-micro-v1.0;gpt-4o-mini-2024-07-18;claude-sonnet-4-20250514,1407;1318;1260;1240;1317;1389
6,30,656.222222,25.616835,deepseek-v3;llama-3.3-70b-instruct;gpt-4o-mini-2024-07-18;claude-sonnet-4-20250514;gpt-4o-2024-05-13;gemma-3-27b-it,1358;1318;1317;1389;1345;1365
6,31,4592.555556,67.768396,deepseek-v3;gpt-5-nano-high;gpt-4o-2024-05-13;gpt-5.2-chat-latest-20260210;llama-3.3-70b-instruct;gpt-5.4-high,1358;1337;1345;1478;1318;1484
6,32,1946.333333,44.117268,deepseek-r1-0528;claude-sonnet-4-20250514;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;gpt-5-nano-high;o3-mini-high,1422;1389;1290;1317;1337;1363
6,33,4905.138889,70.036697,qwen3-max-preview;command-r-plus-08-2024;amazon-nova-pro-v1.0;o3-mini-high;gpt-4o-2024-05-13;claude-opus-4-5-20251101,1435;1276;1290;1363;1345;1468
6,34,4326.888889,65.779092,deepseek-r1-0528;claude-sonnet-4-20250514;claude-opus-4-6-thinking;gpt-4o-mini-2024-07-18;gpt-5.4-high;gemini-3-pro,1422;1389;1504;1317;1484;1486
6,35,10324.138889,101.607770,gpt-5.2-chat-latest-20260210;amazon-nova-micro-v1.0;claude-3-haiku-20240307;gpt-5-nano-high;claude-opus-4-5-20251101;claude-opus-4-5-20251101-thinking-32k,1478;1240;1260;1337;1468;1474
6,36,6183.583333,78.635764,gpt-4o-2024-05-13;claude-opus-4-5-20251101-thinking-32k;amazon-nova-micro-v1.0;gemini-2.5-pro;gpt-4o-mini-2024-07-18;o3-mini-high,1345;1474;1240;1448;1317;1363
6,37,8337.888889,91.312041,amazon-nova-micro-v1.0;amazon-nova-pro-v1.0;deepseek-r1-0528;claude-opus-4-5-20251101-thinking-32k;claude-opus-4-5-20251101;gemini-2.5-pro,1240;1290;1422;1474;1468;1448
6,38,10512.805556,102.531973,claude-opus-4-6-thinking;deepseek-r1-0528;gpt-5.4-high;gpt-4o-2024-05-13;claude-3-haiku-20240307;amazon-nova-micro-v1.0,1504;1422;1484;1345;1260;1240
6,39,2159.805556,46.473708,gemini-3-pro;claude-opus-4-6;claude-sonnet-4-20250514;claude-opus-4-6-thinking;deepseek-r1-0528;claude-haiku-4-5-20251001,1486;1499;1389;1504;1422;1407
6,40,2588.555556,50.877849,command-r-plus-08-2024;qwq-32b;gpt-4o-mini-2024-07-18;claude-sonnet-4-20250514;qwen3-max-preview;gpt-4o-2024-05-13,1276;1336;1317;1389;1435;1345
6,41,4012.888889,63.347367,qwen3-max-preview;llama-3.3-70b-instruct;claude-opus-4-6-thinking;gpt-5.2-chat-latest-20260210;deepseek-r1-0528;gemma-3-27b-it,1435;1318;1504;1478;1422;1365
6,42,7148.888889,84.551102,claude-opus-4-5-20251101;claude-3-haiku-20240307;qwq-32b;claude-opus-4-6;gpt-5-nano-high;gpt-4.1-nano-2025-04-14,1468;1260;1336;1499;1337;1322
6,43,9494.472222,97.439582,claude-opus-4-6;claude-opus-4-6-thinking;gpt-4o-mini-2024-07-18;claude-3-haiku-20240307;gpt-5-nano-high;amazon-nova-pro-v1.0,1499;1504;1317;1260;1337;1290
6,44,9350.805556,96.699563,claude-opus-4-6;claude-3-haiku-20240307;deepseek-v3;gemini-2.5-pro;claude-opus-4-6-thinking;amazon-nova-pro-v1.0,1499;1260;1358;1448;1504;1290
6,45,3119.138889,55.849251,claude-sonnet-4-20250514;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;command-r-plus-08-2024;claude-haiku-4-5-20251001;claude-3-haiku-20240307,1389;1290;1317;1276;1407;1260
6,46,5179.888889,71.971445,amazon-nova-micro-v1.0;gemini-2.5-pro;deepseek-r1-0528;deepseek-v3;qwen3-max-preview;gpt-5-nano-high,1240;1448;1422;1358;1435;1337
6,47,8247.555556,90.816053,gpt-4o-2024-05-13;amazon-nova-pro-v1.0;amazon-nova-micro-v1.0;gemini-3-pro;claude-haiku-4-5-20251001;claude-opus-4-5-20251101-thinking-32k,1345;1290;1240;1486;1407;1474
6,48,6820.333333,82.585309,command-r-plus-08-2024;amazon-nova-micro-v1.0;gpt-5.4-high;gpt-4o-2024-05-13;claude-3-haiku-20240307;o3-mini-high,1276;1240;1484;1345;1260;1363
6,49,7599.333333,87.174155,gpt-5.4-high;gpt-4o-mini-2024-07-18;amazon-nova-micro-v1.0;gpt-5-nano-high;gpt-5.2-chat-latest-20260210;deepseek-v3,1484;1317;1240;1337;1478;1358
6,50,2963.555556,54.438548,o3-mini-high;gpt-5.4-high;claude-sonnet-4-20250514;gpt-4o-2024-05-13;gpt-5-nano-high;llama-3.3-70b-instruct,1363;1484;1389;1345;1337;1318
6,51,6868.000000,82.873397,gpt-4.1-nano-2025-04-14;gemini-3-pro;gemini-2.5-pro;deepseek-v3;llama-3.3-70b-instruct;amazon-nova-micro-v1.0,1322;1486;1448;1358;1318;1240
6,52,6378.888889,79.867947,claude-opus-4-6;claude-haiku-4-5-20251001;qwq-32b;amazon-nova-micro-v1.0;llama-3.3-70b-instruct;deepseek-v3,1499;1407;1336;1240;1318;1358
6,53,2373.666667,48.720290,gemma-3-27b-it;gemini-2.5-pro;gpt-5.2-chat-latest-20260210;qwen3-max-preview;qwq-32b;deepseek-r1-0528,1365;1448;1478;1435;1336;1422
6,54,10096.666667,100.482171,claude-haiku-4-5-20251001;claude-opus-4-6;amazon-nova-micro-v1.0;command-r-plus-08-2024;gemini-2.5-pro;claude-3-haiku-20240307,1407;1499;1240;1276;1448;1260
6,55,2694.222222,51.905898,gemini-3-pro;gpt-5-nano-high;gpt-5.4-high;claude-opus-4-5-20251101-thinking-32k;qwen3-max-preview;deepseek-r1-0528,1486;1337;1484;1474;1435;1422
6,56,4102.472222,64.050544,qwq-32b;gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;o3-mini-high;claude-sonnet-4-20250514;claude-opus-4-6-thinking,1336;1317;1322;1363;1389;1504
6,57,2625.805556,51.242615,gpt-5.4-high;claude-sonnet-4-20250514;deepseek-r1-0528;llama-3.3-70b-instruct;claude-haiku-4-5-20251001;o3-mini-high,1484;1389;1422;1318;1407;1363
6,58,3800.888889,61.651349,gpt-5-nano-high;claude-opus-4-6-thinking;claude-sonnet-4-20250514;gemma-3-27b-it;o3-mini-high;claude-opus-4-5-20251101-thinking-32k,1337;1504;1389;1365;1363;1474
6,59,9011.472222,94.928774,gemma-3-27b-it;claude-opus-4-6-thinking;gpt-5.2-chat-latest-20260210;amazon-nova-micro-v1.0;gpt-5.4-high;gemini-3-pro,1365;1504;1478;1240;1484;1486
6,60,4408.472222,66.396327,gemma-3-27b-it;claude-haiku-4-5-20251001;command-r-plus-08-2024;llama-3.3-70b-instruct;gpt-5.4-high;gpt-4o-2024-05-13,1365;1407;1276;1318;1484;1345
6,61,5174.138889,71.931487,deepseek-v3;amazon-nova-micro-v1.0;claude-3-haiku-20240307;command-r-plus-08-2024;deepseek-r1-0528;claude-haiku-4-5-20251001,1358;1240;1260;1276;1422;1407
6,62,4551.222222,67.462747,gpt-4.1-nano-2025-04-14;claude-opus-4-5-20251101;gpt-4o-mini-2024-07-18;gpt-4o-2024-05-13;command-r-plus-08-2024;claude-3-haiku-20240307,1322;1468;1317;1345;1276;1260
6,63,4792.888889,69.230693,gemini-3-pro;llama-3.3-70b-instruct;deepseek-v3;claude-haiku-4-5-20251001;gpt-4o-mini-2024-07-18;command-r-plus-08-2024,1486;1318;1358;1407;1317;1276
6,64,2303.138889,47.991029,gpt-5-nano-high;gemini-2.5-pro;qwen3-max-preview;gpt-4.1-nano-2025-04-14;claude-sonnet-4-20250514;deepseek-r1-0528,1337;1448;1435;1322;1389;1422
6,65,5878.472222,76.671196,llama-3.3-70b-instruct;gemma-3-27b-it;claude-opus-4-6;amazon-nova-pro-v1.0;command-r-plus-08-2024;claude-haiku-4-5-20251001,1318;1365;1499;1290;1276;1407
6,66,4807.555556,69.336538,deepseek-v3;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;gpt-5.4-high;gpt-4.1-nano-2025-04-14;qwen3-max-preview,1358;1290;1317;1484;1322;1435
6,67,3346.888889,57.852302,gpt-4o-2024-05-13;gpt-5-nano-high;claude-sonnet-4-20250514;deepseek-r1-0528;gemini-3-pro;gpt-4o-mini-2024-07-18,1345;1337;1389;1422;1486;1317
6,68,5325.222222,72.974120,command-r-plus-08-2024;gpt-5.4-high;gemini-2.5-pro;o3-mini-high;claude-opus-4-5-20251101;gemma-3-27b-it,1276;1484;1448;1363;1468;1365
6,69,4561.805556,67.541140,claude-opus-4-5-20251101;claude-sonnet-4-20250514;qwen3-max-preview;claude-opus-4-6-thinking;gpt-4o-mini-2024-07-18;qwq-32b,1468;1389;1435;1504;1317;1336
6,70,5565.888889,74.604885,qwen3-max-preview;gemini-3-pro;claude-haiku-4-5-20251001;gemini-2.5-pro;claude-opus-4-5-20251101;claude-3-haiku-20240307,1435;1486;1407;1448;1468;1260
6,71,6631.888889,81.436410,gemini-3-pro;claude-opus-4-6;qwq-32b;deepseek-v3;gpt-4o-2024-05-13;command-r-plus-08-2024,1486;1499;1336;1358;1345;1276
6,72,3141.666667,56.050572,claude-opus-4-6;o3-mini-high;gemma-3-27b-it;gpt-5.2-chat-latest-20260210;claude-sonnet-4-20250514;claude-opus-4-5-20251101,1499;1363;1365;1478;1389;1468
6,73,1642.916667,40.532908,gpt-4.1-nano-2025-04-14;gpt-4o-2024-05-13;amazon-nova-pro-v1.0;gpt-5-nano-high;o3-mini-high;deepseek-r1-0528,1322;1345;1290;1337;1363;1422
6,74,4946.472222,70.331161,gpt-5.2-chat-latest-20260210;deepseek-r1-0528;qwen3-max-preview;gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;claude-opus-4-6,1478;1422;1435;1317;1322;1499
6,75,367.805556,19.178257,deepseek-v3;gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;gpt-5-nano-high;gemma-3-27b-it;llama-3.3-70b-instruct,1358;1317;1322;1337;1365;1318
6,76,8869.333333,94.177138,gemini-3-pro;gemini-2.5-pro;claude-opus-4-5-20251101;amazon-nova-micro-v1.0;amazon-nova-pro-v1.0;qwq-32b,1486;1448;1468;1240;1290;1336
6,77,10985.888889,104.813591,amazon-nova-micro-v1.0;gemini-3-pro;gpt-5.4-high;command-r-plus-08-2024;llama-3.3-70b-instruct;gpt-5.2-chat-latest-20260210,1240;1486;1484;1276;1318;1478
6,78,3788.888889,61.553951,qwq-32b;claude-haiku-4-5-20251001;claude-opus-4-6-thinking;claude-opus-4-5-20251101;gpt-5.2-chat-latest-20260210;gemma-3-27b-it,1336;1407;1504;1468;1478;1365
6,79,2315.138889,48.115890,llama-3.3-70b-instruct;gpt-4o-2024-05-13;deepseek-r1-0528;gpt-4o-mini-2024-07-18;gpt-5-nano-high;claude-3-haiku-20240307,1318;1345;1422;1317;1337;1260
6,80,1343.666667,36.656059,gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;gpt-5-nano-high;llama-3.3-70b-instruct;deepseek-r1-0528;qwq-32b,1317;1322;1337;1318;1422;1336
6,81,3039.000000,55.127126,claude-opus-4-5-20251101-thinking-32k;gemma-3-27b-it;qwq-32b;claude-haiku-4-5-20251001;gpt-4o-mini-2024-07-18;qwen3-max-preview,1474;1365;1336;1407;1317;1435
6,82,6104.138889,78.128989,claude-3-haiku-20240307;claude-opus-4-5-20251101;gpt-4o-mini-2024-07-18;amazon-nova-pro-v1.0;command-r-plus-08-2024;deepseek-r1-0528,1260;1468;1317;1290;1276;1422
6,83,4257.138889,65.246754,gemini-3-pro;claude-haiku-4-5-20251001;gpt-5-nano-high;gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;gemini-2.5-pro,1486;1407;1337;1317;1322;1448
6,84,4171.333333,64.585860,claude-3-haiku-20240307;qwen3-max-preview;amazon-nova-micro-v1.0;gpt-4.1-nano-2025-04-14;llama-3.3-70b-instruct;o3-mini-high,1260;1435;1240;1322;1318;1363
6,85,8954.138889,94.626312,gpt-5.4-high;claude-haiku-4-5-20251001;llama-3.3-70b-instruct;gpt-4.1-nano-2025-04-14;claude-opus-4-6-thinking;amazon-nova-micro-v1.0,1484;1407;1318;1322;1504;1240
6,86,3118.333333,55.842039,qwen3-max-preview;claude-opus-4-5-20251101;gpt-4.1-nano-2025-04-14;claude-haiku-4-5-20251001;gemini-3-pro;claude-opus-4-5-20251101-thinking-32k,1435;1468;1322;1407;1486;1474
6,87,2088.250000,45.697374,qwen3-max-preview;gpt-5.4-high;claude-opus-4-6;gpt-5.2-chat-latest-20260210;o3-mini-high;claude-opus-4-5-20251101-thinking-32k,1435;1484;1499;1478;1363;1474
6,88,1980.472222,44.502497,gpt-4o-2024-05-13;deepseek-r1-0528;claude-haiku-4-5-20251001;deepseek-v3;claude-opus-4-5-20251101-thinking-32k;gemma-3-27b-it,1345;1422;1407;1358;1474;1365
6,89,6183.888889,78.637707,qwq-32b;gpt-5-nano-high;claude-opus-4-6-thinking;gemini-2.5-pro;qwen3-max-preview;command-r-plus-08-2024,1336;1337;1504;1448;1435;1276
6,90,7553.222222,86.909276,claude-3-haiku-20240307;o3-mini-high;command-r-plus-08-2024;claude-sonnet-4-20250514;claude-opus-4-6-thinking;gemini-2.5-pro,1260;1363;1276;1389;1504;1448
6,91,3824.472222,61.842317,qwen3-max-preview;llama-3.3-70b-instruct;o3-mini-high;amazon-nova-pro-v1.0;claude-opus-4-5-20251101;gemma-3-27b-it,1435;1318;1363;1290;1468;1365
6,92,5798.583333,76.148430,deepseek-v3;gpt-4o-2024-05-13;claude-opus-4-6-thinking;claude-opus-4-5-20251101;amazon-nova-pro-v1.0;qwq-32b,1358;1345;1504;1468;1290;1336
6,93,3399.138889,58.302135,gemini-2.5-pro;claude-sonnet-4-20250514;llama-3.3-70b-instruct;qwen3-max-preview;gpt-4o-2024-05-13;gpt-5.4-high,1448;1389;1318;1435;1345;1484
6,94,5814.000000,76.249590,llama-3.3-70b-instruct;gemma-3-27b-it;claude-sonnet-4-20250514;claude-opus-4-5-20251101;claude-opus-4-6-thinking;amazon-nova-pro-v1.0,1318;1365;1389;1468;1504;1290
6,95,5120.805556,71.559804,claude-opus-4-5-20251101;command-r-plus-08-2024;deepseek-v3;amazon-nova-micro-v1.0;gpt-5-nano-high;qwq-32b,1468;1276;1358;1240;1337;1336
6,96,6734.555556,82.064338,deepseek-v3;amazon-nova-micro-v1.0;gemini-2.5-pro;deepseek-r1-0528;claude-opus-4-6;gemma-3-27b-it,1358;1240;1448;1422;1499;1365
6,97,4591.805556,67.762863,o3-mini-high;claude-opus-4-5-20251101-thinking-32k;gemini-3-pro;gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;gemma-3-27b-it,1363;1474;1486;1317;1322;1365
6,98,4798.805556,69.273412,deepseek-r1-0528;gpt-5.2-chat-latest-20260210;gemini-2.5-pro;gpt-5.4-high;gpt-4o-mini-2024-07-18;llama-3.3-70b-instruct,1422;1478;1448;1484;1317;1318
6,99,3834.222222,61.921097,claude-opus-4-5-20251101;qwq-32b;gpt-4o-mini-2024-07-18;gpt-5.4-high;deepseek-r1-0528;claude-haiku-4-5-20251001,1468;1336;1317;1484;1422;1407
8,0,5443.437500,73.779655,gemini-3-pro;gpt-5-nano-high;qwen3-max-preview;gpt-4o-2024-05-13;qwq-32b;gpt-4o-mini-2024-07-18;gpt-5.2-chat-latest-20260210;command-r-plus-08-2024,1486;1337;1435;1345;1336;1317;1478;1276
8,1,6542.984375,80.888716,deepseek-v3;claude-opus-4-5-20251101;gemma-3-27b-it;claude-opus-4-6;gemini-3-pro;llama-3.3-70b-instruct;claude-3-haiku-20240307;qwen3-max-preview,1358;1468;1365;1499;1486;1318;1260;1435
8,2,7933.000000,89.067390,gpt-5.2-chat-latest-20260210;gpt-4o-2024-05-13;gemma-3-27b-it;amazon-nova-micro-v1.0;claude-sonnet-4-20250514;qwen3-max-preview;claude-3-haiku-20240307;claude-opus-4-6-thinking,1478;1345;1365;1240;1389;1435;1260;1504
8,3,8825.734375,93.945380,command-r-plus-08-2024;amazon-nova-micro-v1.0;claude-haiku-4-5-20251001;claude-opus-4-6-thinking;claude-opus-4-6;claude-sonnet-4-20250514;deepseek-r1-0528;amazon-nova-pro-v1.0,1276;1240;1407;1504;1499;1389;1422;1290
8,4,7843.000000,88.560714,claude-opus-4-6-thinking;gemini-2.5-pro;gemini-3-pro;command-r-plus-08-2024;qwq-32b;gpt-4o-mini-2024-07-18;claude-opus-4-6;gpt-4.1-nano-2025-04-14,1504;1448;1486;1276;1336;1317;1499;1322
8,5,4835.187500,69.535513,qwen3-max-preview;gemini-3-pro;claude-opus-4-6-thinking;gpt-4o-mini-2024-07-18;gpt-4.1-nano-2025-04-14;deepseek-r1-0528;qwq-32b;gemini-2.5-pro,1435;1486;1504;1317;1322;1422;1336;1448
8,6,3654.437500,60.451944,claude-opus-4-5-20251101;gemini-2.5-pro;gpt-5-nano-high;gpt-4o-mini-2024-07-18;qwen3-max-preview;deepseek-v3;gpt-4o-2024-05-13;claude-opus-4-5-20251101-thinking-32k,1468;1448;1337;1317;1435;1358;1345;1474
8,7,3821.234375,61.816134,claude-sonnet-4-20250514;o3-mini-high;gemma-3-27b-it;claude-haiku-4-5-20251001;amazon-nova-pro-v1.0;gpt-5.2-chat-latest-20260210;claude-opus-4-5-20251101;gpt-4o-mini-2024-07-18,1389;1363;1365;1407;1290;1478;1468;1317
8,8,5176.984375,71.951264,claude-opus-4-6;amazon-nova-pro-v1.0;qwq-32b;claude-3-haiku-20240307;llama-3.3-70b-instruct;gpt-4o-2024-05-13;claude-sonnet-4-20250514;deepseek-r1-0528,1499;1290;1336;1260;1318;1345;1389;1422
8,9,3854.750000,62.086633,qwq-32b;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;deepseek-v3;claude-sonnet-4-20250514;claude-opus-4-6;gpt-4o-2024-05-13;deepseek-r1-0528,1336;1290;1317;1358;1389;1499;1345;1422
8,10,3590.937500,59.924432,claude-opus-4-5-20251101;claude-opus-4-6;claude-haiku-4-5-20251001;gemini-2.5-pro;gemma-3-27b-it;gpt-5.2-chat-latest-20260210;gpt-4.1-nano-2025-04-14;o3-mini-high,1468;1499;1407;1448;1365;1478;1322;1363
8,11,8384.609375,91.567513,amazon-nova-pro-v1.0;claude-opus-4-6-thinking;claude-3-haiku-20240307;gpt-5-nano-high;llama-3.3-70b-instruct;gpt-5.2-chat-latest-20260210;gpt-4.1-nano-2025-04-14;gpt-5.4-high,1290;1504;1260;1337;1318;1478;1322;1484
8,12,4635.109375,68.081638,gpt-4.1-nano-2025-04-14;claude-opus-4-5-20251101;claude-sonnet-4-20250514;claude-haiku-4-5-20251001;gpt-4o-mini-2024-07-18;gemini-3-pro;amazon-nova-pro-v1.0;qwq-32b,1322;1468;1389;1407;1317;1486;1290;1336
8,13,6613.484375,81.323332,qwq-32b;qwen3-max-preview;gemini-3-pro;gemini-2.5-pro;claude-opus-4-6;gpt-4o-mini-2024-07-18;llama-3.3-70b-instruct;command-r-plus-08-2024,1336;1435;1486;1448;1499;1317;1318;1276
8,14,7763.609375,88.111346,amazon-nova-micro-v1.0;command-r-plus-08-2024;gpt-5.2-chat-latest-20260210;qwq-32b;claude-opus-4-6-thinking;gpt-4.1-nano-2025-04-14;llama-3.3-70b-instruct;claude-haiku-4-5-20251001,1240;1276;1478;1336;1504;1322;1318;1407
8,15,6393.750000,79.960928,llama-3.3-70b-instruct;gemini-3-pro;qwen3-max-preview;amazon-nova-micro-v1.0;qwq-32b;command-r-plus-08-2024;deepseek-r1-0528;claude-haiku-4-5-20251001,1318;1486;1435;1240;1336;1276;1422;1407
8,16,4671.937500,68.351573,amazon-nova-pro-v1.0;gpt-5.4-high;claude-opus-4-6;qwen3-max-preview;gpt-4o-2024-05-13;gpt-5.2-chat-latest-20260210;claude-sonnet-4-20250514;deepseek-r1-0528,1290;1484;1499;1435;1345;1478;1389;1422
8,17,4043.437500,63.588030,gpt-5.2-chat-latest-20260210;llama-3.3-70b-instruct;deepseek-v3;amazon-nova-pro-v1.0;gpt-4.1-nano-2025-04-14;claude-3-haiku-20240307;qwq-32b;command-r-plus-08-2024,1478;1318;1358;1290;1322;1260;1336;1276
8,18,6201.687500,78.750794,gemma-3-27b-it;deepseek-r1-0528;gemini-3-pro;claude-opus-4-5-20251101;qwq-32b;claude-opus-4-6;command-r-plus-08-2024;llama-3.3-70b-instruct,1365;1422;1486;1468;1336;1499;1276;1318
8,19,6175.734375,78.585841,amazon-nova-pro-v1.0;gpt-5-nano-high;gpt-5.4-high;llama-3.3-70b-instruct;gpt-4o-mini-2024-07-18;command-r-plus-08-2024;gemini-3-pro;claude-haiku-4-5-20251001,1290;1337;1484;1318;1317;1276;1486;1407
8,20,6625.984375,81.400150,claude-sonnet-4-20250514;claude-opus-4-5-20251101-thinking-32k;gpt-4o-mini-2024-07-18;amazon-nova-micro-v1.0;qwq-32b;claude-haiku-4-5-20251001;claude-opus-4-5-20251101;gpt-5.4-high,1389;1474;1317;1240;1336;1407;1468;1484
8,21,6112.937500,78.185277,claude-opus-4-6-thinking;command-r-plus-08-2024;deepseek-v3;qwq-32b;llama-3.3-70b-instruct;claude-3-haiku-20240307;gemini-2.5-pro;gpt-4.1-nano-2025-04-14,1504;1276;1358;1336;1318;1260;1448;1322
8,22,5316.187500,72.912190,o3-mini-high;gpt-4o-mini-2024-07-18;gpt-5.4-high;gemini-3-pro;claude-opus-4-5-20251101-thinking-32k;deepseek-v3;amazon-nova-pro-v1.0;deepseek-r1-0528,1363;1317;1484;1486;1474;1358;1290;1422
8,23,6859.609375,82.822759,claude-opus-4-5-20251101-thinking-32k;command-r-plus-08-2024;o3-mini-high;gpt-4.1-nano-2025-04-14;gpt-4o-mini-2024-07-18;gpt-5.2-chat-latest-20260210;claude-opus-4-6;llama-3.3-70b-instruct,1474;1276;1363;1322;1317;1478;1499;1318
8,24,5834.859375,76.386251,gpt-5.2-chat-latest-20260210;claude-opus-4-6-thinking;deepseek-v3;gemini-3-pro;amazon-nova-pro-v1.0;gemini-2.5-pro;claude-sonnet-4-20250514;llama-3.3-70b-instruct,1478;1504;1358;1486;1290;1448;1389;1318
8,25,6091.984375,78.051165,claude-sonnet-4-20250514;gemma-3-27b-it;claude-opus-4-6-thinking;deepseek-v3;claude-haiku-4-5-20251001;qwq-32b;claude-3-haiku-20240307;amazon-nova-micro-v1.0,1389;1365;1504;1358;1407;1336;1260;1240
8,26,7994.859375,89.413978,gemini-3-pro;amazon-nova-micro-v1.0;gpt-4.1-nano-2025-04-14;claude-opus-4-6-thinking;claude-opus-4-5-20251101-thinking-32k;gpt-4o-2024-05-13;llama-3.3-70b-instruct;deepseek-v3,1486;1240;1322;1504;1474;1345;1318;1358
8,27,4040.250000,63.562961,claude-opus-4-5-20251101;deepseek-r1-0528;deepseek-v3;gpt-5.4-high;claude-haiku-4-5-20251001;gpt-4o-mini-2024-07-18;llama-3.3-70b-instruct;gpt-4.1-nano-2025-04-14,1468;1422;1358;1484;1407;1317;1318;1322
8,28,8608.437500,92.781666,amazon-nova-pro-v1.0;gpt-5.4-high;gpt-4.1-nano-2025-04-14;claude-opus-4-6-thinking;gpt-5.2-chat-latest-20260210;claude-3-haiku-20240307;deepseek-v3;claude-opus-4-5-20251101-thinking-32k,1290;1484;1322;1504;1478;1260;1358;1474
8,29,3576.250000,59.801756,gpt-5.2-chat-latest-20260210;claude-opus-4-5-20251101;claude-opus-4-5-20251101-thinking-32k;gpt-4o-2024-05-13;claude-haiku-4-5-20251001;o3-mini-high;gpt-5.4-high;gpt-5-nano-high,1478;1468;1474;1345;1407;1363;1484;1337
